year,matric ,fsc,et,deduction,merit,Eligibility
2018,24.4,31.23333333,10,0,67.27,1
2018,26.98181818,31.27272727,8,0,67.26,1
2018,34.94545455,30.07272727,7.2,0,67.17,1
2018,33.6,31.23636364,6.4,0,67.13,1
2018,32.99047619,27.52727273,10,0,67.12,1
2018,34.76363636,28.14545455,9.6,0,66.99,1
2018,33.27272727,28.21818182,9.2,0,66.99,1
2018,32.83636364,30.18181818,8.8,0,66.95,1
2018,29.89090909,28.58181818,11.2,2,66.89,1
2018,34.97142857,27.89090909,10.4,0,66.89,1
2018,36,30.29090909,7.2,0,66.83,1
2018,29.6,29.78181818,8.4,0,66.69,1
2018,34.03636364,28.14545455,8.8,0,66.55,1
2018,34.32727273,28.90909091,8,0,66.52,1
2018,32.83636364,29.16363636,8,0,66.36,1
2018,21.92941176,26.87272727,13.6,2,66.33,1
2018,30.4,27.41818182,10.8,0,66.24,1
2018,33.38181818,26.21818182,11.2,0,66.21,1
2018,21.63809524,28.07272727,12.4,2,66.11,1
2018,33.23636364,30.29090909,8,0,66.04,1
2018,32.54545455,30.69090909,6.4,0,65.99,0
2018,33.2,26.07272727,11.2,0,65.94,0
2018,34.10909091,28.4,10.4,2,65.9,0
2018,37.63636364,34.36363636,12.4,0,79.88,1
2018,35.6,33.74545455,12.8,2,77.5,1
2018,33.92727273,28.58181818,14.8,4,72.31,1
2018,34.58181818,29.6,10.8,0,70.76,1
2018,28.87272727,30.98181818,9.6,0,69.92,1
2018,30.43636364,28.69090909,13.2,2,69.22,1
2018,23.45454545,32.03636364,8.4,0,67.7,1
2018,27.6,30.47272727,8.8,0,67.56,1
2018,23.41818182,29.41818182,10.4,0,67.02,1
2018,25.09090909,28.58181818,10,0,65.83,0
2018,33.96363636,30.07272727,7.2,0,65.81,0
2018,23.96363636,30.54545455,8.4,0,65.79,0
2018,31.12727273,30,7.2,0,65.73,0
2018,24.90909091,29.30909091,9.2,0,65.59,0
2018,29.05454545,28.43636364,10.4,0,65.58,0
2018,28.18181818,29.93333333,9.2,0,65.57,0
2018,27.27272727,31.27272727,6.8,0,65.56,0
2018,31.92727273,28.8,8,0,65.53,0
2018,31.05454545,29.78181818,7.2,0,65.4,0
2018,28.32727273,29.56363636,8,0,65.34,0
2018,25.56363636,30.65454545,7.6,0,65.3,0
2018,31.12727273,26.29090909,11.2,2,65.14,0
2018,32.50909091,28.8,7.6,0,65.13,0
2018,32.87272727,29.38181818,7.6,0,65.06,0
2018,33.89090909,28.50909091,8.8,0,64.97,0
2018,29.78181818,24.61818182,12,0,64.93,0
2018,34.07272727,31.23636364,4.8,0,64.89,0
2018,32.07619048,29.30909091,8.4,0,64.86,0
2018,28.69090909,28.32727273,8,0,64.75,0
2018,34.14545455,27.52727273,8.8,0,64.71,0
2018,29.85454545,25.67272727,12.4,2,64.61,0
2018,29.01818182,31.81818182,5.2,0,64.54,0
2018,28.69090909,26.87272727,9.2,0,64.52,0
2018,36.36363636,24.98181818,11.2,0,64.5,0
2018,35.49090909,32.54545455,8,0,71,1
2018,26.8,33.63636364,6.4,0,68.11,1
2018,33.45454545,30.87272727,7.2,0,67.77,1
2018,33.38181818,26.21818182,11.2,0,66.21,1
2018,26.76363636,31.18873239,7.6,0,64.43,0
2018,25.52727273,31.2,6.4,0,64.25,0
2018,34.78095238,24.87272727,10.8,0,64.21,0
2018,28.72727273,26.94545455,11.2,2,64.2,0
2018,35.38181818,28.25454545,6.8,0,64.18,0
2018,26.87272727,31.23636364,6,0,64.17,0
2018,30.69090909,28.14545455,9.6,2,64.16,0
2018,31.05454545,27.89090909,8.8,0,64.13,0
2018,27.45454545,27.49090909,11.6,2,64.1,0
2018,21.27272727,28.25454545,10,0,64.04,0
2018,36.72727272,36.72727272,18.36363636,0,91.8181818,1
2018,36.72727272,36.72727272,18.36,0,91.8181818,1
2018,36.72,36.72,18.36,0,91.8,1
2018,36.72,36.72,18.36,0,91.8,1
2018,36.72,36.72,18.35963302,0,91.8,1
2018,36.71926604,36.71926604,18.35636364,0,91.7981651,1
2018,36.71272728,36.71272728,18.35636364,0,91.7818182,1
2018,36.71272728,36.71272728,18.35636364,0,91.7818182,1
2018,36.71272728,36.71272728,18.35636364,0,91.7818182,1
2018,36.71272728,36.71272728,18.35636364,0,91.7818182,1
2018,36.71272728,36.71272728,18.35636364,0,91.7818182,1
2018,36.71272728,36.71272728,18.3559633,0,91.7818182,1
2018,36.7119266,36.7119266,18.35272728,0,91.7798165,1
2018,36.70545456,36.70545456,18.3490909,0,91.7636364,1
2018,36.6981818,36.6981818,18.3490909,0,91.7454545,1
2018,36.6981818,36.6981818,18.3490909,0,91.7454545,1
2018,36.6981818,36.6981818,18.34545454,0,91.7454545,1
2018,36.69090908,36.69090908,18.34545454,0,91.7272727,1
2018,36.69090908,36.69090908,18.34181818,0,91.7272727,1
2018,36.68363636,36.68363636,18.34181818,0,91.7090909,1
2018,36.68363636,36.68363636,18.34181818,0,91.7090909,1
2018,36.68363636,36.68363636,18.33818182,0,91.7090909,1
2018,36.67636364,36.67636364,18.33818182,0,91.6909091,1
2018,36.67636364,36.67636364,18.33818182,0,91.6909091,1
2018,36.67636364,36.67636364,18.33818182,0,91.6909091,1
2018,36.67636364,36.67636364,18.33454546,0,91.6909091,1
2018,36.66909092,36.66909092,18.33454546,0,91.6727273,1
2018,36.66909092,36.66909092,16.8946,0,91.6727273,1
2018,0,71.273,13.2,0,84.473,1
2018,0,68.218,14.2,0,82.418,1
2018,0,69.018,12.6,0,81.618,1
2017,0,67.055,13.4,2,80.455,1
2018,0,66.982,13.4,0,80.382,1
2018,0,66.182,14,0,80.182,1
2018,0,66.909,13.2,0,80.109,1
2017,0,68.436,11.6,2,80.036,1
2018,0,66.545,13.4,0,79.945,1
2018,0,65.673,13.6,0,79.273,1
2018,0,67.636,11.4,0,79.036,1
2018,0,64.145,14.2,0,78.345,1
2018,0,66.109,12.2,0,78.309,1
2017,0,64.145,13.6,2,77.745,1
2018,0,61.818,15.8,0,77.618,1
2018,0,66.4,11.2,0,77.6,1
2017,0,66.109,11.2,2,77.309,1
2017,0,61.455,15.6,2,77.055,1
2018,0,64.364,12.4,0,76.764,1
2018,0,64.727,12,0,76.727,1
2017,0,60.323,9.324,2,67.647,0
2018,0,56.32,12.8,0,69.12,0
2018,0,59.6,10.21,0,69.81,0
2016,0,50.5,12,4,58.5,0
2018,0,55,7,0,57,0
2018,0,54,10,0,64,0
2016,0,52,8.8,4,56.8,0
2017,0,42,11,0,56.8,0
2018,0,60,10,0,56.8,0
2018,0,55,11,0,56.8,0
2018,0,45,12,0,56.8,0
2017,4,50,10,2,54.8,0
2018,0,67.273,15.6,0,82.873,1
2018,0,68.218,14.2,0,82.418,1
2018,0,67.855,14.4,0,82.255,1
2017,0,68.436,11.6,2,80.036,1
2018,0,65.673,13.6,0,79.273,1
2017,0,65.6,13.2,2,78.8,1
2018,0,64.145,14.2,0,78.345,1
2018,0,65.455,12.6,0,78.055,1
2017,0,66.109,11.2,2,77.309,1
2018,0,64.727,12,0,76.727,1
2018,0,66.109,10.4,0,76.509,1
2018,0,62.836,13.6,0,76.436,1
2018,0,64.073,12.2,0,76.273,1
2018,0,63.782,12.2,0,75.982,1
2018,0,64,11.8,0,75.8,1
2018,0,63.855,11.8,0,75.655,1
2018,0,61.018,14.4,0,75.418,1
2018,0,63.491,11.6,0,75.091,1
2018,0,63.564,11.4,0,74.964,1
2018,0,62.109,12.8,0,74.909,1
2018,0,63.345,10.2,0,73.545,1
2018,0,62.545,10.4,0,72.945,1
2018,0,60.734,9.2,0,69.934,1
2018,0,59.671,9.2,0,68.871,1
2018,0,54.909,9.6,0,64.509,1
2018,0,55.855,8.4,0,64.255,1
2018,0,54.618,8.6,0,63.218,1
2018,0,53.891,8.8,0,62.691,1
2017,0,52.291,10.4,2,62.691,1
2018,0,52.145,10.2,0,62.345,1
2018,0,51.927,10.2,0,62.127,1
2018,0,49.964,11.8,0,61.764,1
2018,0,50.909,10.8,0,61.709,1
2018,0,48.945,12.6,0,61.545,1
2018,0,50.618,9.8,0,60.418,1
2018,0,51.636,8.6,0,60.236,1
2017,0,50.473,9.6,2,60.073,1
2018,0,50.327,8.8,0,59.127,1
2018,0,49.527,9.2,0,58.727,1
2018,0,49.964,8.6,0,58.564,1
2017,0,49.455,8.6,2,58.055,1
2018,0,48.727,9.2,0,57.927,1
2018,0,47.273,10,0,57.273,1
2018,0,46.109,10.2,0,56.309,1
2018,0,47.709,8.4,0,56.109,1
2018,0,45,10,0,55,1
2018,0,30,12,0,42,0
2017,0,34,10,2,42,0
2018,0,33,8,0,31,0
2018,0,40,12,0,52,1
2018,0,55,14,0,59,1
2017,0,48,15,2,61,1
2018,0,54,9,0,63,1
2018,0,32,10,0,42,0
2018,0,55,14,0,69,1
2018,0,31,11,0,42,0
2018,0,59,7,0,66,1
2018,0,21,8,0,29,0
2018,0,44,3,0,47,0
2018,0,38,8,0,46,0
2018,0,47,4,0,51,1
2018,0,31,3,0,34,0
2017,0,51,9,2,58,1
2016,0,43,10,4,49,0
2018,0,41,11,0,52,1
2018,0,36,12,0,48,0
2018,0,54,16,0,70,1
2018,0,37,9,0,46,0
2018,0,42,7,0,49,0
2018,0,48,10,0,58,1
2018,0,39,12,0,51,1
2018,0,41,16,0,57,1
2017,0,38,13,2,51,1
2018,0,50,14,0,64,1
2018,0,40,19,0,59,1
2018,0,31,8,0,39,0
2018,0,29,5,0,34,0
2016,0,22,12,4,30,0
2016,0,33,12,4,41,0
2018,0,34,11,0,45,0
2018,0,47,14,0,61,1
2018,0,33,15,0,48,0
2018,0,28,10,0,38,0
2017,0,31,9,2,38,0
2018,0,44,8,0,52,1
2018,0,79.90909091,12.6,0,92.50909091,1
2016,0,78.09090909,14,4,92.09090909,1
2018,0,74.09090909,15.2,0,89.29090909,1
2018,0,79.90909091,12.6,0,92.50909091,1
2018,0,78.09090909,14,0,92.09090909,1
2018,0,74.09090909,15.2,0,89.29090909,1
2018,0,76.72727273,9.2,0,85.92727273,1
2018,0,75.27272727,11.8,0,87.07272727,1
2018,0,74.72727273,8.4,0,83.12727273,1
2018,0,72.09090909,9.2,0,81.29090909,1
2016,0,69.63636364,11.8,4,81.43636364,1
2018,0,69.36363636,12,0,81.36363636,1
2018,0,68,11.2,0,79.2,1
2017,0,213.1818182,10.6,2,223.7818182,1
2018,0,67.18181818,10.8,0,77.98181818,1
2018,0,62.90909091,13.8,0,76.70909091,1
2018,0,66.27272727,10.4,0,76.67272727,1
2018,0,65.18181818,11.8,0,76.98181818,1
2018,0,63.36363636,12.8,0,76.16363636,1
2018,0,62.18181818,10.8,0,72.98181818,1
2018,0,85.90909091,0,0,85.90909091,1
2018,0,81.18181818,0,0,81.18181818,1
2018,0,78.18181818,0,0,78.18181818,1
2018,0,78.09090909,0,0,78.09090909,1
2018,0,77.63636364,0,0,77.63636364,1
2018,0,77.63636364,0,0,77.63636364,1
2017,0,75.18181818,0,2,75.18181818,1
2016,0,74.63636364,0,4,74.63636364,1
2018,0,74.18181818,0,0,74.18181818,1
2018,0,73.90909091,0,0,73.90909091,1
2018,0,73.72727273,0,0,73.72727273,1
2018,0,73.27272727,0,0,73.27272727,1
2018,0,72.72727273,0,0,72.72727273,1
2015,0,72.54545455,0,6,72.54545455,1
2018,0,71.81818182,0,0,71.81818182,1
2018,0,71.81818182,0,0,71.81818182,1
2018,0,71.02372727,0,0,71.02372727,1
2018,0,70.54545455,0,0,70.54545455,1
2018,0,70,0,0,70,1
2018,0,69.18181818,0,0,69.18181818,1
2018,0,58.1048,14.5262,0,72.631,1
2018,0,57.7456,14.4364,0,72.182,1
2018,0,57.3088,14.3272,0,71.636,1
2018,0,56.8192,14.2048,0,71.024,1
2018,0,56.2536,14.0634,0,70.317,1
2018,0,55.5224,13.8806,0,69.403,1
2018,0,55.4912,13.8728,0,69.364,1
2017,0,55.0544,13.7636,2,68.818,1
2018,0,53.9696,13.4924,0,67.462,1
2016,0,53.5272,13.3818,4,66.909,1
2017,0,53.1016,13.2754,2,66.377,1
2018,0,53.0184,13.2546,0,66.273,1
2018,0,52.6544,13.1636,0,65.818,1
2018,0,52.5816,13.1454,0,65.727,1
2015,0,52.364,13.091,6,65.455,1
2018,0,51.2728,12.8182,0,64.091,1
2018,0,50.764,12.691,0,63.455,1
2018,0,50.6184,12.6546,0,63.273,1
2018,0,50.2544,12.5636,0,62.818,1
2018,0,50.1088,12.5272,0,62.636,1
2018,0,68.4,14,0,82.4,1
2018,0,66.83076923,14.8,0,81.63076923,1
2017,0,60.87272727,15.2,2,76.07272727,1
2018,0,59.97714286,12.2,0,72.17714286,1
2016,0,58.90909091,15,4,73.90909091,1
2018,0,57.81818182,15.4,0,73.21818182,1
2018,0,56.87272727,13.6,0,70.47272727,1
2018,0,56.07272727,14.4,0,70.47272727,1
2018,0,54.98181818,17,0,71.98181818,1
2016,0,56.02285714,14.8,4,70.82285714,1
2017,0,53.30909091,15.2,2,68.50909091,1
2018,0,54.4,14.4,0,68.8,1
2018,0,53.81818182,15,0,68.81818182,1
2018,0,54.33333333,12.4,0,66.73333333,1
2018,0,51.41818182,16,0,67.41818182,1
2018,0,53.45454545,13.6,0,67.05454545,1
2018,0,53.90422535,11.6,0,65.50422535,1
2018,0,53.01818182,13.6,0,66.61818182,1
2018,0,52.58181818,14.6,0,67.18181818,1
2018,0,52.58181818,14.2,0,66.78181818,1
2018,0,50.4,13.4,0,63.8,1
2017,0,51.34545455,15.2,2,66.54545455,1
2018,0,50.90909091,15.4,0,66.30909091,1
2018,0,50.47272727,15.4,0,65.87272727,1
2018,0,49.6,14.4,0,64,1
2018,0,49.81818182,13.2,0,63.01818182,1
2018,0,49.45454545,13.6,0,63.05454545,1
2017,0,50.18181818,12.2,2,62.38181818,1
2018,0,48.21818182,16.6,0,64.81818182,1
2018,0,48.29090909,15.6,0,63.89090909,1
2018,0,47.85454545,14.8,0,62.65454545,1
2018,0,48.43636364,13,0,61.43636364,1
2017,0,47.49090909,13.8,2,61.29090909,1
2018,0,46.98181818,13.8,0,60.78181818,1
2018,0,46.18181818,13,0,59.18181818,0
2016,0,45.6,15.2,4,60.8,0
2019,0,45.16363636,13.2,0,58.36363636,0
2018,0,44.8,14.8,0,59.6,0
2018,0,45.81818182,10.2,0,56.01818182,0
2018,0,43.63636364,16.2,0,59.83636364,0
2018,0,70.836,13.6,0,84.436,1
2017,0,65.745,14.6,2,80.345,1
2018,0,66.909,13.2,0,80.109,1
2017,0,65.673,14.4,2,80.073,1
2017,0,66.473,12.6,2,79.073,1
2018,0,64.436,14.6,0,79.036,1
2017,0,66.182,12.8,2,78.982,1
2018,0,65.527,12.8,0,78.327,1
2018,0,64.8,12,0,76.8,1
2018,0,62.982,13.8,0,76.782,1
2018,0,63.636,12.6,0,76.236,1
2018,0,66.909,9.2,0,76.109,1
2018,0,64.073,12,0,76.073,1
2018,0,63.782,12.2,0,75.982,1
2018,0,62.109,13.8,0,75.909,1
2018,0,62.618,13.2,0,75.818,1
2018,0,64,11.8,0,75.8,1
2018,0,61.018,14.4,0,75.418,1
2018,0,61.818,13.2,0,75.018,1
2018,0,66.764,8.2,0,74.964,1
2018,0,62.618,12,0,74.618,1
2018,0,63.927,10.6,0,74.527,1
2018,0,62.4,12,0,74.4,1
2017,0,60.436,13.8,2,74.236,1
2018,0,64.509,9.6,0,74.109,1
2018,0,62.909,11.2,0,74.109,1
2018,0,59.418,14.6,0,74.018,1
2018,0,61.018,12.8,0,73.818,1
2018,0,62.473,11,0,73.473,1
2018,0,61.527,11.8,0,73.327,1
2018,0,63.418,9.8,0,73.218,1
2017,0,63.564,9.6,2,73.164,1
2018,0,62.523,10.6,0,73.123,1
2018,0,60.509,12.6,0,73.109,1
2018,0,63.865,9.2,0,73.065,1
2018,0,62.545,10.4,0,72.945,1
2018,0,63.362,9.2,0,72.562,1
2018,0,59.636,12.8,0,72.436,1
2017,0,62.691,9.6,2,72.291,1
2018,0,59.418,12.6,0,72.018,1
2018,0,74.25454545,16.5272,0,90.78174545,1
2017,0,73.01818182,16.909,2,89.92718182,1
2016,0,73.81818182,16.0728,4,89.89098182,1
2017,0,73.09090909,16.9818,2,90.07270909,1
2018,0,71.63636364,16.7454,0,88.38176364,1
2018,0,72.21818182,14.9636,0,87.18178182,1
2018,0,72,15.2,0,87.2,1
2018,0,71.27272727,16.9636,0,88.23632727,1
2018,0,73.74545455,10,0,83.74545455,1
2018,0,71.49090909,16.0546,0,87.54550909,1
2018,0,71.12727273,17.0364,0,88.16367273,1
2018,0,71.49090909,15.4,0,86.89090909,1
2017,0,71.12727273,17.3454,0,88.47267273,1
2018,0,70.54545455,17.5636,0,88.10905455,1
2017,0,71.78181818,14.4,2,86.18181818,1
2018,0,70.76363636,15.9636,0,86.72723636,1
2018,0,70.90909091,15.4,0,86.30909091,1
2018,0,70.83636364,15.6,0,86.43636364,1
2018,0,70.69090909,15.8182,0,86.50910909,1
2018,0,70.69090909,15.6,0,86.29090909,1
2017,0,71.63636364,12,2,83.63636364,1
2018,0,68.94545455,12.2,0,81.14545455,1
2018,0,69.52727273,13.4,0,82.92727273,1
2018,0,69.09090909,13.6,0,82.69090909,1
2018,0,69.45454545,11.4,0,80.85454545,1
2017,0,68,16,2,84,1
2018,0,67.63636364,15.6,0,83.23636364,1
2018,0,69.09090909,10.4,0,79.49090909,1
2018,0,67.05454545,15.6,0,82.65454545,1
2018,0,67.85454545,12.8,0,80.65454545,1
2018,0,66.83636364,15.2,0,82.03636364,1
2018,0,67.34545455,13.4,0,80.74545455,1
2018,0,67.34545455,12.4,0,79.74545455,1
2018,0,67.92727273,10,0,77.92727273,1
2017,0,66.32727273,15.2,2,81.52727273,1
2016,0,67.56363636,11.8,4,79.36363636,1
2018,0,65.89090909,13.4,0,79.29090909,1
2018,0,66.32727273,11.6,0,77.92727273,1
2018,0,65.89090909,12.8,0,78.69090909,1
2016,0,66.98181818,10.8,4,77.78181818,1
2018,0,66.18181818,10.8,0,76.98181818,1
2018,0,65.52727273,12.6,0,78.12727273,1
2018,0,64.21818182,12.2,0,76.41818182,1
2018,0,64.21818182,12.2,0,76.41818182,1
2018,0,65.67272727,12,0,77.67272727,1
2018,0,65.01818182,13.2,0,78.21818182,1
2017,0,66.25454545,10.4,2,76.65454545,1
2018,0,64.50909091,14.2,0,78.70909091,1
2018,0,65.81818182,10.4,0,76.21818182,1
2018,0,65.30909091,11.8,0,77.10909091,1
2018,0,64.65454545,13.4,0,78.05454545,1
2018,0,64.21818182,14.6,0,78.81818182,1
2018,0,64.87272727,12.6,0,77.47272727,1
2018,0,64.72727273,12.6,0,77.32727273,1
2018,0,64.07272727,14.4,0,78.47272727,1
2018,0,64,10.6,0,74.6,1
2017,0,66.10909091,9.6,2,73.70909091,1
2018,0,65.45454545,10.4,0,75.85454545,1
2018,0,65.16363636,10.8,0,75.96363636,1
2018,0,64.58181818,12.4,0,76.98181818,1
2018,0,64.43636364,12.2,0,76.63636364,1
2018,0,64.21818182,12.6,0,76.81818182,1
2018,0,64.65454545,10.8,0,75.45454545,1
2018,0,64.14545455,12.2,0,76.34545455,1
2018,0,63.49090909,13.8,0,77.29090909,1
2018,0,63.63636364,13.2,0,76.83636364,1
2018,0,63.78181818,12.6,0,76.38181818,1
2018,0,63.70909091,12.8,0,76.50909091,1
2018,0,63.12727273,14,0,77.12727273,1
2018,0,64,11.4,0,75.4,1
2018,0,63.2,13.6,0,76.8,1
2018,0,63.92727273,11.4,0,75.32727273,1
2018,0,63.63636364,11.8,0,75.43636364,1
2018,0,62.18181818,15.8,0,77.98181818,1
2018,0,64,10.6,0,74.6,1
2017,0,64.50909091,9.8,2,72.30909091,1
2018,0,62.76363636,13.6,0,76.36363636,1
2018,0,62.69090909,13.2,0,75.89090909,1
2018,0,64,9.4,0,73.4,1
2018,0,63.70909091,10.2,0,73.90909091,1
2018,0,63.27272727,11.2,0,74.47272727,1
2018,0,62.98181818,12,0,74.98181818,1
2018,0,62.83636364,12,0,74.83636364,1
2018,0,62.25454545,13.6,0,75.85454545,1
2018,0,63.56363636,9.6,0,73.16363636,1
2018,0,62.90909091,11.4,0,74.30909091,1
2018,0,62.83636364,11.2,0,74.03636364,1
2018,0,62.03636364,13.4,0,75.43636364,1
2018,0,63.41818182,9.4,0,72.81818182,1
2018,0,62.83636364,10.8,0,73.63636364,1
2018,0,61.81818182,13.6,0,75.41818182,1
2017,0,62.83636364,11.2,2,72.03636364,1
2018,0,62.61818182,10.8,0,73.41818182,1
2018,0,61.81818182,12.8,0,74.61818182,1
2018,0,61.38181818,14,0,75.38181818,1
2018,0,62.90909091,9.4,0,72.30909091,1
2018,0,61.81818182,12.4,0,74.21818182,1
2018,0,61.45454545,13.4,0,74.85454545,1
2018,0,62.47272727,10.4,0,72.87272727,1
2018,0,61.89090909,11.8,0,73.69090909,1
2018,0,62.18181818,10.2,0,72.38181818,1
2018,0,62.18181818,10.2,0,72.38181818,1
2017,0,62.61818182,9.8,2,70.41818182,1
2017,0,61.16363636,13.8,2,72.96363636,1
2018,0,62.83636364,8,0,70.83636364,1
2018,0,62.54545455,8.8,0,71.34545455,1
2018,0,61.6,11.2,0,72.8,1
2018,0,61.16363636,12.4,0,73.56363636,1
2018,0,61.23636364,12,0,73.23636364,1
2018,0,61.6,10.8,0,72.4,1
2018,0,61.23636364,11.8,0,73.03636364,1
2018,0,60.43636364,14,0,74.43636364,1
2018,0,61.89090909,9.6,0,71.49090909,1
2018,0,61.67272727,10,0,71.67272727,1
2017,0,62.10909091,9.6,2,69.70909091,1
2018,0,61.09090909,11.4,0,72.49090909,1
2016,0,60.14545455,12,4,68.14545455,1
2018,0,59.92727273,10.4,0,70.32727273,1
2017,0,74.03636364,16.491,2,88.52736364,1
2018,0,72.94545455,16.4,0,89.34545455,1
2017,0,73.09090909,16.9818,2,88.07270909,1
2018,0,74.69090909,11.4,0,86.09090909,1
2018,0,72.43636364,16.3272,0,88.76356364,1
2018,0,72.72727273,15.3636,0,88.09087273,1
2018,0,72.50909091,15.8,0,88.30909091,1
2018,0,71.63636364,16.7454,0,88.38176364,1
2018,0,72.50909091,14.1636,0,86.67269091,1
2018,0,72.21818182,14.9636,0,87.18178182,1
2018,0,72.94545455,12.6,0,85.54545455,1
2018,0,71.27272727,16.9636,0,88.23632727,1
2018,0,71.49090909,16.0546,0,87.54550909,1
2018,0,71.12727273,17.0364,0,88.16367273,1
2018,0,72.8,12,0,84.8,1
2018,0,71.49090909,15.4,0,86.89090909,1
2017,0,71.12727273,17.3454,2,86.47267273,1
2018,0,71.27272727,15.8,0,87.07272727,1
2018,0,71.2,16,0,87.2,1
2018,0,70.54545455,17.5636,0,88.10905455,1
2018,0,91.18181818,0,0,91.18181818,1
2018,0,87.72727273,0,0,87.72727273,1
2018,0,88.27272727,0,0,88.27272727,1
2018,0,87.90909091,0,0,87.90909091,1
2018,0,87.81818182,0,0,87.81818182,1
2018,0,87.81818182,0,0,87.81818182,1
2018,0,86.27272727,0,0,86.27272727,1
2018,0,84.72727273,0,0,84.72727273,1
2018,0,84.54545455,0,0,84.54545455,1
2018,0,83.90909091,0,0,83.90909091,1
2018,0,83.54545455,0,0,83.54545455,1
2018,0,81.72727273,0,0,81.72727273,1
2018,0,82.90909091,0,0,82.90909091,1
2018,0,82.90909091,0,0,82.90909091,1
2018,0,81,0,0,81,1
2018,0,82.72727273,0,0,82.72727273,1
2018,0,82.54545455,0,0,82.54545455,1
2018,0,82.36363636,0,0,82.36363636,1
2018,0,80.54545455,0,0,80.54545455,1
2018,0,81.81818182,0,0,81.81818182,1
2018,33.1418,49.7127,0,0,82.8545,1
2018,33.12,49.68,0,0,82.8,1
2018,32.97456,49.46184,0,0,82.4364,1
2018,32.84364,49.26546,0,0,82.1091,1
2018,32.68364,49.02546,0,0,81.7091,1
2018,32.5818,48.8727,0,0,81.4545,1
2018,32.31272,48.46908,0,0,80.7818,1
2018,32.29092,48.43638,0,0,80.7273,1
2018,32.25456,48.38184,0,0,80.6364,1
2018,31.91272,47.86908,0,0,79.7818,1
2018,31.77456,47.66184,0,0,79.4364,1
2018,31.64364,47.46546,0,0,79.1091,1
2018,31.5782,47.3673,0,0,78.9455,1
2018,31.55012,47.32518,0,0,78.8753,1
2018,31.4982,47.2473,0,0,78.7455,1
2018,31.4192,47.1288,0,0,78.548,1
2018,31.41092,47.11638,0,0,78.5273,1
2018,31.40364,47.10546,0,0,78.5091,1
2018,31.3818,47.0727,0,0,78.4545,1
2018,31.08364,46.62546,0,0,77.7091,1
2018,31.04728,46.57092,0,0,77.6182,1
2018,31.0182,46.5273,0,0,77.5455,1
2018,31.00364,46.50546,0,0,77.5091,1
2018,30.94544,46.41816,0,0,77.3636,1
2018,30.84364,46.26546,0,0,77.1091,1
2018,30.84364,46.26546,0,0,77.1091,1
2018,30.83636,46.25454,0,0,77.0909,1
2018,30.8218,46.2327,0,0,77.0545,1
2018,30.8218,46.2327,0,0,77.0545,1
2018,30.8,46.2,0,0,77,1
2018,30.7782,46.1673,0,0,76.9455,1
2018,30.77092,46.15638,0,0,76.9273,1
2018,30.7418,46.1127,0,0,76.8545,1
2018,30.67636,46.01454,0,0,76.6909,1
2018,30.49456,45.74184,0,0,76.2364,1
2018,30.46544,45.69816,0,0,76.1636,1
2018,30.31272,45.46908,0,0,75.7818,1
2018,30.24968,45.37452,0,0,75.6242,1
2018,30.19636,45.29454,0,0,75.4909,1
2018,30.08,45.12,0,0,75.2,1
2018,30.0582,45.0873,0,0,75.1455,1
2018,29.99272,44.98908,0,0,74.9818,1
2018,29.9418,44.9127,0,0,74.8545,1
2018,29.88364,44.82546,0,0,74.7091,1
2018,29.76,44.64,0,0,74.4,1
2018,29.7382,44.6073,0,0,74.3455,1
2018,29.69456,44.54184,0,0,74.2364,1
2018,29.66648,44.49972,0,0,74.1662,1
2018,29.6582,44.4873,0,0,74.1455,1
2018,29.6,44.4,0,0,74,1
2018,29.47636,44.21454,0,0,73.6909,1
2018,29.43272,44.14908,0,0,73.5818,1
2018,29.42544,44.13816,0,0,73.5636,1
2018,29.30908,43.96362,0,0,73.2727,1
2018,29.26544,43.89816,0,0,73.1636,1
2018,29.24364,43.86546,0,0,73.1091,1
2018,29.2,43.8,0,0,73,1
2018,29.17092,43.75638,0,0,72.9273,1
2018,29.08364,43.62546,0,0,72.7091,1
2018,29.06908,43.60362,0,0,72.6727,1
2018,29.0618,43.5927,0,0,72.6545,1
2018,29.00364,43.50546,0,0,72.5091,1
2018,28.94544,43.41816,0,0,72.3636,1
2018,28.87272,43.30908,0,0,72.1818,1
2018,28.84364,43.26546,0,0,72.1091,1
2018,28.80728,43.21092,0,0,72.0182,1
2018,28.77092,43.15638,0,0,71.9273,1
2018,28.72728,43.09092,0,0,71.8182,1
2018,28.72,43.08,0,0,71.8,1
2018,28.69092,43.03638,0,0,71.7273,1
2018,28.67636,43.01454,0,0,71.6909,1
2018,28.65456,42.98184,0,0,71.6364,1
2018,28.64,42.96,0,0,71.6,1
2018,28.62544,42.93816,0,0,71.5636,1
2018,28.61228,42.91842,0,0,71.5307,1
2018,28.5818,42.8727,0,0,71.4545,1
2018,28.5818,42.8727,0,0,71.4545,1
2018,28.56728,42.85092,0,0,71.4182,1
2018,28.54788,42.82182,0,0,71.3697,1
2018,28.52364,42.78546,0,0,71.3091,1
2018,28.51636,42.77454,0,0,71.2909,1
2018,28.48416,42.72624,0,0,71.2104,1
2018,28.43636,42.65454,0,0,71.0909,1
2018,28.37092,42.55638,0,0,70.9273,1
2018,28.35636,42.53454,0,0,70.8909,1
2018,28.34908,42.52362,0,0,70.8727,1
2018,28.30544,42.45816,0,0,70.7636,1
2018,28.24728,42.37092,0,0,70.6182,1
